id;name;kingdom_id;rarity;mana;spell_type;type1;type2;color1;color2;color3
6505;МЕД-В(ЕД)-1000;3001;Эпический;12;Воин;Механизм;;зеленый; коричневый;
6587;Урск-драгун;3010;Редчайший;11;Воин;Урск; Рыцарь;зеленый; коричневый;
7295;Герольд Двора;3090;Редкий;12;Разрушитель;Оборотень; Фея;зеленый; коричневый;
6314;Медвежук;3004;Редкий;11;Разрушитель;Гоблин; Орк;зеленый; коричневый;
7007;Питомец Ульфа;3006;Редчайший;11;Разрушитель;Зверь; Рыцарь;зеленый; коричневый;
6960;Импириназара;3051;Легендарный;16;Воевода;Гоблин; Нага;зеленый; коричневый;
6551;Ку Сит;3002;Редчайший;12;Разрушитель;Фея; Зверь;зеленый; коричневый;
7102;Готорн;3080;Эпический;12;Воин;Элементаль;;зеленый; коричневый;
7010;Чумной заяц;3003;Редкий;10;Разрушитель;Дикий народец;;зеленый; коричневый;
6092;Бриан Счастливчик;3004;Эпический;12;Поддержка;Человек; Рыцарь;зеленый; коричневый;
6978;Королева призраков;3007;Легендарный;16;Ассасин;Нежить;;зеленый; коричневый;
6145;Болотная плеть;3016;Эпический;12;Ассасин;Элементаль; Монстр;зеленый; коричневый;
6774;Фомориан;3013;Редчайший;12;Генератор;Великан;;зеленый; коричневый;
6657;Единозайцерог;3052;Редчайший;10;Генератор;Дикий народец; Зверь;зеленый; коричневый;
6310;Гог и Гад;3000;Легендарный;16;Воин;Великан;;зеленый; коричневый;
6887;Боевой слон;3025;Редкий;10;Воевода;Зверь; Рыцарь;зеленый; коричневый;
7242;Драк-кузнец;3035;Редчайший;11;Воевода;Нежить; Гном;зеленый; коричневый;
6402;Куотани;3036;Редкий;10;Разрушитель;Морской житель;;зеленый; коричневый;
6696;Следопыт;3008;Редчайший;11;Генератор;Оборотень;;зеленый; коричневый;
6574;Рой жужелиц;3027;Редкий;11;Маг;Зверь;;зеленый; коричневый;
6756;Грибник;3053;Редкий;11;Защитник;Элементаль;;зеленый; коричневый;
6840;Капитан рыцарей;3006;Редчайший;12;Поддержка;Человек; Рыцарь;зеленый; коричневый;
6866;Хлестун;3012;Редчайший;12;Разрушитель;Элементаль; Монстр;зеленый; коричневый;
6862;Скарабей-рыцарь;3060;Эпический;12;Защитник;Дикий народец; Рыцарь;зеленый; коричневый;
6211;Воин Сета;3020;Редчайший;13;Маг;Монстр; Рыцарь;зеленый; коричневый;
7130;Следопыт-колючкоход;3015;Редчайший;12;Разрушитель;Эльф;;зеленый; коричневый;
6233;Дракотавр;3019;Редкий;11;Воин;Дракон; Кентавр;зеленый; коричневый;
6752;Гарпия;3067;Редкий;13;Поддержка;Стрикс;;зеленый; коричневый;
6793;Дикий рыцарь;3048;Эпический;12;Защитник;Фея; Рыцарь;зеленый; коричневый;
6625;Молотильщик;3041;Редчайший;12;Защитник;Морской житель; Монстр;зеленый; коричневый;
7328;Паучий Трон;3029;Эпический;12;Генератор;Эльф; Конструкт;зеленый; красный;
7369;Мастер-охотник Арборий;3019;Эпический;15;Разрушитель;Дракон;;зеленый; красный;
7469;Кит Шустрый;3084;Эпический;12;Разрушитель;Оборотень;;зеленый; красный;
7174;Мехаткач;3029;Редчайший;11;Генератор;Механизм; Зверь;зеленый; красный;
6848;П4НТе-Р4;3001;Эпический;13;Ассасин;Механизм; Зверь;зеленый; красный;
7097;Природорожденный волк;3080;Редчайший;11;Разрушитель;Элементаль; Зверь;зеленый; красный;
7512;Огнерожденная рысь;3080;Редкий;12;Разрушитель;Элементаль; Зверь;зеленый; красный;
6290;Урск-шатун;3013;Редчайший;12;Разрушитель;Урск; Рыцарь;зеленый; красный;
6418;Яо Гуай;3030;Легендарный;15;Воин;Эльф; Демон;зеленый; красный;
7153;Нага гнева;3044;Эпический;13;Разрушитель;Элементаль; Нага;зеленый; красный;
6808;Крампус;3008;Легендарный;15;Ассасин;Монстр;;зеленый; красный;
6269;Дездемона;3021;Эпический;13;Ассасин;Демон; Разбойник;зеленый; красный;
6228;Страж прайда;3025;Эпический;12;Воин;Ракша; Рыцарь;зеленый; красный;
7282;Церберолис;3084;Редкий;11;Разрушитель;Зверь; Монстр;зеленый; красный;
6546;Сенита;3024;Эпический;12;Разрушитель;Элементаль; Дикий народец;зеленый; красный;
6599;Зависть;3037;Редкий;12;Разрушитель;Демон;;зеленый; красный;
6871;Полунага;3072;Редкий;11;Генератор;Демон; Нага;зеленый; красный;
6607;Окуляренская пиявка;3039;Редчайший;13;Воин;Монстр;;зеленый; красный;
6534;Гадюка;3016;Легендарный;14;Чародей;Нага; Мистик;зеленый; красный;
7188;Огненный жук;3000;Эпический;12;Генератор;Элементаль; Зверь;зеленый; красный;
6794;Вендиго;3048;Легендарный;16;Маг;Фея; Монстр;зеленый; красный;
6393;Драконья черепаха;3026;Редчайший;10;Защитник;Дракон; Зверь;зеленый; красный;
7298;Король Лисьего Огня;3090;Легендарный;16;Маг;Оборотень; Фея;зеленый; красный;
6819;Феезнак;3015;Эпический;12;Разрушитель;Эльф;;зеленый; красный;
6585;Палач;3022;Редкий;10;Ассасин;Человек;;зеленый; красный;
6164;Саламандра;3005;Эпический;11;Разрушитель;Элементаль; Зверь;зеленый; красный;
6425;Принц Эторас;3002;Эпический;13;Воевода;Эльф; Рыцарь;зеленый; красный;
6304;Миногор;3027;Редчайший;13;Ассасин;Бык; Зверь;зеленый; красный;
6071;Мрачнолист;3015;Легендарный;14;Воин;Фея; Элементаль;зеленый; красный;
6639;Блескохвост;3002;Легендарный;15;Поддержка;Фея; Дракон;зеленый; красный;
6707;Чумная крыса;3049;Редчайший;12;Генератор;Дикий народец;;зеленый; красный;
7051;Крыса-оборотень;3016;Редчайший;13;Ассасин;Зверь; Монстр;зеленый; красный;
6202;Марилит;3016;Эпический;12;Генератор;Демон; Нага;зеленый; красный;
6128;Хобгоблин;3004;Редчайший;11;Воин;Гоблин;;зеленый; красный;
7292;Дуэлянт;3084;Редчайший;12;Разрушитель;Оборотень;;зеленый; красный;
6629;Воровка яиц;3019;Редчайший;12;Генератор;Человек; Разбойник;зеленый; красный;
6125;Варвариус;3008;Эпический;11;Воин;Урск;;зеленый; красный;
7424;Стеблеглаз;3016;Эпический;12;Чародей;Элементаль; Монстр;зеленый; красный;
7078;Страж Аранси;3029;Эпический;16;Генератор;Зверь; Рыцарь;зеленый; красный;
6104;Сильвази;3003;Эпический;13;Генератор;Фея; Дикий народец;зеленый; красный;
6179;Адская гончая;3021;Редкий;10;Разрушитель;Демон; Зверь;зеленый; красный;
6683;Бор'Гакк;3018;Эпический;12;Разрушитель;Орк; Кентавр;зеленый; красный;
7416;Костяная гончая;3085;Редчайший;12;Воевода;Мистик; Зверь;зеленый; красный;
6980;Рогатый Страж;3059;Редкий;11;Защитник;Бык; Конструкт;зеленый; красный;
6717;Джек Быстролап;3026;Эпический;13;Разрушитель;Дикий народец; Разбойник;зеленый; красный;
6484;Гриб-феечник;3002;Редкий;11;Чародей;Элементаль; Фея;зеленый; красный;
6212;Драконоед;3024;Эпический;12;Ассасин;Великан;;зеленый; красный;
7085;Потусторонний змей;3064;Редчайший;14;Воевода;Дракон;;зеленый; красный;
7003;Обрегония;3024;Легендарный;16;Маг;Элементаль; Дракон;зеленый; красный;
6283;Проводник;3008;Редчайший;12;Ассасин;Оборотень; Разбойник;зеленый; красный;
7180;Яростень Адского Когтя;3005;Эпический;12;Ассасин;Демон; Ракша;зеленый; красный;
6999;Пирогидра;3027;Эпический;12;Воин;Элементаль; Монстр;зеленый; красный;
6575;Охотник за облаками;3027;Эпический;12;Разрушитель;Бык;;зеленый; красный;
7318;Мумакус;3005;Эпический;13;Разрушитель;Дикий народец;;зеленый; красный;
6898;Летучая мегамышь;3007;Редчайший;13;Разрушитель;Зверь; Монстр;зеленый; красный;
7333;Древень;3015;Редкий;11;Защитник;Элементаль; Фея;зеленый; красный;
6935;Броневепрь;3018;Редкий;10;Разрушитель;Зверь;;зеленый; красный;
6971;Грибунгус;3004;Эпический;14;Генератор;Элементаль; Гоблин;зеленый; красный;
7023;Фурия;3057;Редчайший;12;Разрушитель;Демон;;зеленый; красный;
6140;Гнолл;3027;Редкий;9;Ассасин;Оборотень;;зеленый; красный;
6875;Динамитный козел;3004;Редчайший;12;Генератор;Зверь;;зеленый; красный;
6829;Кот-перевертень;3068;Эпический;14;Ассасин;Зверь;;зеленый; красный;
7554;Повелитель Гончих Гор;3021;Эпический;12;Воевода;Демон;;зеленый; красный;
6244;Круарг Ужасающий;3018;Легендарный;15;Воевода;Демон; Монстр;зеленый; красный;
6674;Повелитель коней;3028;Редчайший;12;Разрушитель;Кентавр;;зеленый; красный;
6536;Варгулья;3007;Редчайший;12;Генератор;Нежить;;зеленый; красный;
6359;Орк-ветеран;3018;Редчайший;12;Воин;Орк;;зеленый; красный;
6051;Химера;3005;Редчайший;10;Разрушитель;Монстр;;зеленый; красный;
7135;Бриан Ощипчик;3004;Эпический;12;Чародей;Зверь; Рыцарь;зеленый; красный;
7150;Король Оберрон;3002;Легендарный;14;Поддержка;Фея;;зеленый; красный;
6744;Граз Непобежденный;3022;Легендарный;14;Воин;Человек;;зеленый; красный;
6013;Темная дева;3029;Редкий;10;Генератор;Эльф;;зеленый; красный;
7325;Туцзы;3030;Легендарный;14;Поддержка;Дикий народец; Мистик;зеленый; красный;
6926;Разбитый Рот;3004;Легендарный;14;Воин;Гоблин; Великан;зеленый; красный;
6511;Железная кора;3015;Эпический;12;Воин;Элементаль;;зеленый; красный;
6117;Скарлетт;3008;Эпический;11;Ассасин;Человек; Рыцарь;зеленый; красный;
7181;Телец;3027;Мифический;24;Маг;Бык; Зверь;зеленый; красный; желтый
7583;Мудрец Кристенакса;3009;Мифический;24;Маг;Дракон;;зеленый; красный; желтый
7439;Каприхор;3003;Мифический;24;Защитник;Дикий народец; Мистик;зеленый; красный; желтый
6471;Крушитель миров;3028;Мифический;30;Маг;Дракон; Кентавр;зеленый; красный; желтый
6745;Поборник Гаарда;3006;Мифический;20;Защитник;Человек; Рыцарь;зеленый; красный; желтый
7106;Ти'амата;3019;Мифический;20;Маг;Элементаль; Дракон;зеленый; красный; желтый
6649;Финикия;3023;Мифический;24;Маг;Элементаль; Стрикс;зеленый; красный; желтый
7515;Королева суккубов;3021;Мифический;22;Маг;Демон; Мистик;зеленый; красный; желтый
7577;Бессмертная Либара;3014;Мифический;30;Маг;Рыцарь; Бессмертный;зеленый; красный; желтый
7441;Небуладрикс;3022;Мифический;30;Маг;Дракон;;зеленый; красный; коричневый
7516;Биеска;3010;Мифический;24;Маг;Демон; Урск;зеленый; красный; коричневый
7574;Бессмертный Терра;3082;Мифический;30;Маг;Дикий народец; Бессмертный;зеленый; красный; коричневый
6699;ТИНА-9000;3001;Мифический;24;Воин;Механизм;;зеленый; красный; коричневый
6826;Уменат;3005;Мифический;25;Ассасин;Божество; Ракша;зеленый; красный; коричневый
7105;Пылающий Они;3004;Мифический;22;Генератор;Демон; Гоблин;зеленый; красный; коричневый
7211;Турмалин;3082;Мифический;22;Чародей;Демон; Рыцарь;зеленый; красный; коричневый
7250;Гранатолина;3035;Мифический;28;Маг;Дракон; Босс;зеленый; красный; коричневый
6984;Бич Чести;3037;Мифический;22;Маг;Демон; Дикий народец;зеленый; красный; коричневый
6339;Кетрас Бык;3027;Мифический;22;Воин;Божество; Бык;зеленый; красный; коричневый
7125;Фея-крестная мать гоблинов;3004;Мифический;22;Маг;Фея; Гоблин;зеленый; красный; пурпурный
6300;Вульфгарок;3008;Мифический;22;Ассасин;Оборотень; Зверь;зеленый; красный; пурпурный
6554;Суна;3002;Мифический;20;Чародей;Божество; Фея;зеленый; красный; пурпурный
6918;Курандара;3010;Мифический;26;Ассасин;Демон;;зеленый; красный; пурпурный
7375;Вираго;3015;Мифический;22;Защитник;Божество; Элементаль;зеленый; красный; пурпурный
7260;Дэтлок Дрейлак;3017;Мифический;22;Чародей;Нежить; Мистик;зеленый; красный; пурпурный
7420;Хронос;3024;Мифический;24;Маг;Мистик;;зеленый; красный; пурпурный
7576;Бессмертный Каприхор;3003;Мифический;30;Маг;Дикий народец; Бессмертный;зеленый; красный; пурпурный
6919;Разъяренный Курандара;3010;Мифический;35;Ассасин;Демон; Босс;зеленый; красный; пурпурный
7004;Дева Зависти;3037;Редчайший;12;Разрушитель;Демон;;зеленый; пурпурный;
6655;Отец Ольха;3043;Легендарный;18;Воевода;Элементаль; Фея;зеленый; пурпурный;
6483;Сол'Зара;3018;Легендарный;15;Ассасин;Орк; Мистик;зеленый; пурпурный;
6317;Никс;3003;Редчайший;14;Генератор;Элементаль; Фея;зеленый; пурпурный;
6147;Ведьма;3022;Редкий;8;Чародей;Человек; Мистик;зеленый; пурпурный;
6046;Всадник на кабане;3004;Редкий;11;Воин;Гоблин; Зверь;зеленый; пурпурный;
7240;Аметистовый великан;3017;Эпический;13;Разрушитель;Элементаль; Великан;зеленый; пурпурный;
7545;Дух-хранитель;3009;Редкий;12;Поддержка;Фея; Мистик;зеленый; пурпурный;
6134;Темноголосая;3018;Эпический;12;Разрушитель;Орк;;зеленый; пурпурный;
6034;Сирена;3003;Редкий;9;Разрушитель;Фея; Элементаль;зеленый; пурпурный;
7286;Фенек-маг;3084;Эпический;12;Маг;Оборотень; Мистик;зеленый; пурпурный;
7484;Неживой лев;3022;Редчайший;12;Разрушитель;Нежить; Зверь;зеленый; пурпурный;
7196;Герольд Пагубы;3021;Эпический;13;Разрушитель;Демон; Рыцарь;зеленый; пурпурный;
7149;Искрик;3002;Эпический;13;Разрушитель;Фея; Дракон;зеленый; пурпурный;
6925;Мелкая негодница;3004;Редчайший;12;Разрушитель;Гоблин; Разбойник;зеленый; пурпурный;
7036;Охотник Адского Когтя;3054;Редкий;12;Разрушитель;Демон; Ракша;зеленый; пурпурный;
6015;Паучья королева;3029;Редчайший;9;Чародей;Эльф; Демон;зеленый; пурпурный;
6176;Морской тролль;3022;Эпический;12;Генератор;Элементаль; Великан;зеленый; пурпурный;
6801;Королева Лунный Коготь;3027;Легендарный;16;Воевода;Оборотень; Мистик;зеленый; пурпурный;
6677;Лунный кролик;3030;Эпический;12;Генератор;Зверь; Мистик;зеленый; пурпурный;
6084;Тайри;3029;Эпический;8;Генератор;Эльф; Разбойник;зеленый; пурпурный;
6648;Стена щупалец;3017;Эпический;10;Защитник;Демон; Конструкт;зеленый; пурпурный;
6311;Болотный душитель;3016;Редкий;10;Разрушитель;Элементаль;;зеленый; пурпурный;
7258;Ракша-морячок;3026;Редчайший;10;Разрушитель;Ракша; Разбойник;зеленый; пурпурный;
7538;Дух ворга;3008;Эпический;13;Разрушитель;Нежить; Зверь;зеленый; пурпурный;
7373;Скат-налетчик;3036;Эпический;12;Чародей;Морской житель; Зверь;зеленый; пурпурный;
6332;Сыч;3023;Редкий;10;Чародей;Стрикс; Мистик;зеленый; пурпурный;
6828;Медверь-перевертень;3068;Редчайший;13;Генератор;Зверь;;зеленый; пурпурный;
7274;Сикра Темный Лес;3029;Эпический;15;Разрушитель;Эльф;;зеленый; пурпурный;
6776;Аримас;3017;Эпический;12;Разрушитель;Мистик;;зеленый; пурпурный;
6374;Баба-Яга;3010;Эпический;13;Чародей;Фея; Мистик;зеленый; пурпурный;
6420;Пикси;3002;Редкий;8;Чародей;Фея;;зеленый; пурпурный;
6207;Призрачная лиса;3008;Редчайший;9;Чародей;Фея; Зверь;зеленый; пурпурный;
6325;Единорог;3009;Редчайший;11;Поддержка;Зверь; Мистик;зеленый; пурпурный;
6548;Агава;3024;Редкий;10;Разрушитель;Элементаль; Дикий народец;зеленый; пурпурный;
6963;Ночной паук;3029;Редчайший;13;Генератор;Зверь; Разбойник;зеленый; пурпурный;
6785;Хранитель полей;3028;Редчайший;12;Защитник;Зверь; Рыцарь;зеленый; пурпурный;
7434;Раскрошенный голем;3029;Эпический;12;Разрушитель;Элементаль; Конструкт;зеленый; пурпурный;
7408;Демоническое дитя;3085;Редкий;11;Генератор;Демон; Мистик;зеленый; пурпурный;
7159;Кицунэ;3008;Редкий;7;Разрушитель;Зверь;;зеленый; пурпурный;
7527;Мрачный Хоб;3004;Эпический;13;Разрушитель;Нежить; Гоблин;зеленый; пурпурный;
6335;Тэска;3023;Эпический;12;Поддержка;Дикий народец; Мистик;зеленый; пурпурный;
6240;Колючий рыцарь;3015;Редчайший;10;Разрушитель;Эльф; Рыцарь;зеленый; пурпурный;
6355;Темная жрица;3007;Редчайший;10;Воевода;Эльф; Мистик;зеленый; пурпурный;
7047;Сестра кошмаров;3022;Редкий;12;Разрушитель;Человек; Разбойник;зеленый; пурпурный;
7382;Фиренца;3002;Легендарный;16;Маг;Фея;;зеленый; пурпурный;
6562;Костепряд;3035;Редчайший;12;Воевода;Гном; Мистик;зеленый; пурпурный;
6600;Алчность;3037;Редкий;10;Поддержка;Демон;;зеленый; пурпурный;
6469;Тзатот;3017;Эпический;11;Ассасин;Демон;;зеленый; пурпурный;
6820;Старпом Топорищенков;3026;Эпический;12;Генератор;Орк; Разбойник;зеленый; пурпурный;
7115;Презренный Уныния;3037;Эпический;12;Чародей;Демон;;зеленый; пурпурный;
6513;Королева-вдова;3029;Легендарный;16;Маг;Эльф;;зеленый; пурпурный;
6783;Скрипач;3004;Эпический;14;Генератор;Гоблин;;зеленый; пурпурный;
6275;Кракен;3026;Легендарный;17;Ассасин;Монстр;;зеленый; пурпурный;
7357;Фейская гончая;3048;Эпический;12;Разрушитель;Фея; Зверь;зеленый; пурпурный;
6950;Матриарх Веленна;3047;Легендарный;17;Ассасин;Эльф;;зеленый; пурпурный;
7356;Бивень Араватара;3005;Редчайший;13;Разрушитель;Дикий народец; Мистик;зеленый; пурпурный;
6656;Трикстер;3052;Редкий;11;Генератор;Дикий народец; Разбойник;зеленый; пурпурный;
6761;Кошак-домушник;3063;Редчайший;11;Разрушитель;Ракша; Разбойник;зеленый; пурпурный;
6509;Мортерра;3020;Эпический;12;Разрушитель;Человек; Мистик;зеленый; пурпурный;
7280;Раттигар-карманник;3049;Эпический;13;Разрушитель;Дикий народец; Разбойник;зеленый; пурпурный;
7479;Хранитель Путей;3008;Эпический;15;Разрушитель;Элементаль; Оборотень;зеленый; пурпурный;
6232;Драконетта;3019;Редкий;8;Чародей;Дракон;;зеленый; пурпурный;
7425;Богомол-маг;3024;Редчайший;9;Генератор;Дикий народец; Мистик;зеленый; пурпурный;
7461;Магическая саблезубая кошка;3009;Редчайший;12;Генератор;Зверь; Мистик;зеленый; пурпурный;
6399;Аша;3019;Эпический;12;Генератор;Дракон; Мистик;зеленый; пурпурный;
6609;Зеродар;3039;Легендарный;15;Воин;Нежить; Монстр;зеленый; пурпурный;
7320;Негас;3066;Эпический;12;Разрушитель;Нежить; Зверь;зеленый; пурпурный;
6499;Духогрив;3005;Редчайший;11;Поддержка;Ракша; Мистик;зеленый; пурпурный;
6638;Лепрекон;3002;Редчайший;12;Генератор;Фея;;зеленый; пурпурный;
6017;Читающая Звезды;3028;Редкий;9;Поддержка;Божество; Кентавр;зеленый; пурпурный;
6070;Веноксия;3016;Легендарный;16;Генератор;Дракон;;зеленый; пурпурный;
6592;Нимуэ;3036;Легендарный;18;Воевода;Морской житель; Мистик;зеленый; пурпурный;
7263;Древний дракон;3017;Мифический;26;Маг;Демон; Дракон;зеленый; пурпурный; коричневый
6932;Мамбасира;3016;Мифический;24;Разрушитель;Демон; Нага;зеленый; пурпурный; коричневый
7579;Бессмертная Вираго;3015;Мифический;30;Маг;Фея; Бессмертный;зеленый; пурпурный; коричневый
7445;Эклипсос;3037;Мифический;30;Маг;Дракон;;зеленый; пурпурный; коричневый
7345;Араватар;3005;Мифический;22;Ассасин;Божество; Дикий народец;зеленый; пурпурный; коричневый
6520;Дикая королева;3003;Мифический;22;Воевода;Элементаль; Дикий народец;зеленый; пурпурный; коричневый
7458;Мандрагора;3029;Мифический;21;Маг;Элементаль; Фея;зеленый; пурпурный; коричневый
6408;Избранница Ясмин;3015;Мифический;21;Маг;Божество; Фея;зеленый; пурпурный; коричневый
6008;Голем;3017;Обычный;8;Защитник;Монстр; Конструкт;коричневый;;
6467;Мамонт;3010;Обычный;10;Разрушитель;Зверь;;коричневый;;
6295;Крестьянин;3007;Обычный;9;Генератор;Человек; Монстр;коричневый;;
6614;Кошель с монетами;3038;Обычный;7;Поддержка;Конструкт;;коричневый;;
6103;Каменный червь;3012;Обычный;8;Генератор;Монстр;;коричневый;;
7133;Проклятый карлик;3038;Обычный;9;Генератор;Карлик;;коричневый;;
6367;Леший;3010;Обычный;8;Чародей;Элементаль; Фея;коричневый;;
7163;Хранитель угодий;3006;Обычный;10;Воевода;Человек;;коричневый;;
6799;Мехакарлик;3038;Обычный;9;Чародей;Механизм; Карлик;коричневый;;
7209;Башня;3082;Легендарный;6;Генератор;Конструкт;;коричневый;;
6064;Гуль;3007;Обычный;8;Разрушитель;Нежить;;коричневый;;
6272;Корабельная пушка;3026;Обычный;8;Разрушитель;Конструкт;;коричневый;;
6215;Северянин;3013;Обычный;9;Генератор;Человек;;коричневый;;
6266;Честь;3033;Обычный;13;Генератор;Элементаль; Конструкт;коричневый;;
6836;Непокорность;3033;Обычный;11;Ассасин;Урск; Конструкт;коричневый;;
6287;Костяной скорпион;3020;Обычный;7;Генератор;Нежить; Зверь;коричневый;;
6097;Крепостные ворота;3000;Обычный;9;Защитник;Конструкт;;коричневый;;
7148;Попавшийся проклятый карлик;1;Обычный;9;Генератор;Карлик;;коричневый;;
6251;Бомбот;3001;Обычный;10;Маг;Механизм;;коричневый;;
6666;Беда камня;3035;Обычный;25;Чародей;Беда;;коричневый;;
6229;Песчаная кобра;3025;Обычный;6;Чародей;Зверь;;коричневый;;
6153;Осенний бес;3032;Легендарный;12;Генератор;Элементаль;;коричневый;;
7337;Ополченец;3006;Обычный;7;Разрушитель;Человек; Рыцарь;коричневый;;
7126;Дурак;3004;Легендарный;6;Чародей;Конструкт;;коричневый;;
7452;Чудовищный часовой;3024;Легендарный;13;Защитник;Монстр; Конструкт;коричневый;;
6040;Гном-рудокоп;3012;Обычный;8;Генератор;Гном;;коричневый;;
6421;Барабашка;3002;Обычный;7;Генератор;Фея;;коричневый;;
7621;Boat Orchid Dragon;3030;Мифический;3;Разрушитель;;;коричневый;;
6347;Троглодит;3022;Обычный;11;Ассасин;Морской житель; Монстр;коричневый;;
7631;Ten of Swords;3030;Легендарный;3;Разрушитель;;;красный;;
7613;Blighted Husk;3021;Редкий;3;Разрушитель;;;красный;;
7629;Ten of Cups;3003;Легендарный;3;Разрушитель;;;красный;;
7600;Little Daemon Centaur;3028;Эпический;3;Разрушитель;;;красный;;
7612;Tauros Gladiator;3027;Редкий;3;Разрушитель;;;красный;;
7588;Fox Summoner;3084;Обычный;3;Разрушитель;;;красный;;
7301;Eldritch Horror Lord;3017;Легендарный;3;Разрушитель;;;красный;;
7605;Immortal #13 Chaos;3037;Мифический;30;Разрушитель;;;красный;;
7624;Grimborn Bloodeye;3013;Мифический;3;Разрушитель;;;красный;;
6386;Боевой ястреб;3025;Обычный;9;Разрушитель;Зверь;;красный;;
7591;Angelic Hawk;3014;Эпический;3;Разрушитель;;;красный;;
7587;Orc Daemon;3018;Обычный;3;Разрушитель;;;красный;;
7096;Любовники;3080;Легендарный;6;Поддержка;Конструкт;;красный;;
7586;Daemonic Centaur;3021;Мифический;3;Разрушитель;;;красный;;
6619;Священное сокровище;3038;Мифический;7;Поддержка;Конструкт;;красный;;
6048;Охотник прайда;3005;Обычный;8;Воин;Ракша;;красный;;
7618;Crimson Rose Dragon;3007;Мифический;3;Разрушитель;;;красный;;
7341;Ace of Swords;3017;Легендарный;3;Разрушитель;;;красный;;
6177;Бес любви;3032;Легендарный;12;Чародей;Элементаль;;красный;;
7568;Dark Mason;3046;Эпический;3;Разрушитель;;;красный;;
7302;Драконитовый карлик;3038;Обычный;9;Воевода;Карлик;;красный;;
7406;3 Goblins in a Trench Coat;3004;Обычный;3;Разрушитель;;;красный;;
7611;Dragon Warlock;3019;Легендарный;3;Разрушитель;;;красный;;
7166;Crystal Lynx;3015;Обычный;3;Разрушитель;;;красный;;
6247;Тленник;3022;Обычный;7;Воин;Нежить;;красный;;
6497;Карлик с сокровищами;3038;Обычный;9;Генератор;Карлик;;красный;;
6344;Огрин;3018;Обычный;11;Ассасин;Орк; Великан;красный;;
7598;Daemon Tauros;3027;Эпический;3;Разрушитель;;;красный;;
6457;Огненная бомба;3000;Обычный;4;Генератор;Элементаль;;красный;;
7088;Дьявол;3021;Легендарный;6;Чародей;Конструкт;;красный;;
6924;Сердце Ярости;3038;Легендарный;6;Поддержка;Конструкт;;красный;;
7597;The Bane of Valor;3037;Эпический;3;Разрушитель;;;красный;;
7281;Краснолисый;3084;Обычный;6;Генератор;Зверь;;красный;;
7593;Kookaburra Stryx;3023;Обычный;3;Разрушитель;;;красный;;
7596;Sting Bat;3037;Обычный;3;Разрушитель;;;красный;;
6130;Орк;3018;Обычный;10;Воин;Орк;;красный;;
7339;Cantauri Warrior;3028;Эпический;3;Разрушитель;;;красный;;
7233;Сила;3013;Легендарный;6;Поддержка;Конструкт;;красный;;
7592;Snake Daemon;3016;Обычный;3;Разрушитель;;;красный;;
7625;King of Manicores;3025;Мифический;28;Разрушитель;;;красный;;
7029;Sky Elf Mage;3030;Обычный;3;Разрушитель;;;красный;;
7628;Ten of Wands;3037;Легендарный;3;Разрушитель;;;красный;;
6020;Чешуйчатый страж;3016;Обычный;8;Разрушитель;Нага;;красный;;
6263;Храбрость;3033;Обычный;13;Генератор;Элементаль; Конструкт;красный;;
7491;Валькондор;3038;Обычный;9;Генератор;Нежить; Зверь;красный;;
6004;Мушкетер;3001;Обычный;6;Разрушитель;Человек;;красный;;
7523;Quetzcouatl;3019;Мифический;24;Разрушитель;;;красный;;
7630;Ten of Runes;3018;Легендарный;3;Разрушитель;;;красный;;
6833;Яростность;3033;Обычный;11;Ассасин;Бык; Конструкт;красный;;
7589;Fox Barbarian;3084;Эпический;3;Разрушитель;;;красный;;
7413;Королева жезлов;3085;Легендарный;10;Поддержка;Конструкт;;красный;;
7601;Old Centaur Priest;3028;Обычный;3;Разрушитель;;;красный;;
7514;Highland Minotaur;3027;Обычный;3;Разрушитель;;;красный;;
7387;Two of Wands;3028;Легендарный;3;Разрушитель;;;красный;;
7300;Evil Mage;3017;Эпический;3;Разрушитель;;;красный;;
7595;Daemonic Armor;3007;Обычный;3;Разрушитель;;;красный;;
7590;Angel Archer;3014;Обычный;3;Разрушитель;;;красный;;
7614;Exiled Warrior;3084;Редкий;3;Разрушитель;;;красный;;
6136;Колония пауков;3029;Обычный;6;Разрушитель;Зверь;;красный;;
6231;Дракончик;3019;Обычный;8;Воевода;Дракон;;красный;;
6217;Ползун;3021;Обычный;7;Разрушитель;Демон; Монстр;красный;;
6921;Healing Angel;3014;Обычный;3;Разрушитель;;;красный;;
7569;Black Oooze;3058;Эпический;3;Разрушитель;;;красный;;
7627;DragonKnightAmira;1;Обычный;3;Разрушитель;;;красный;;
6994;Dark Genie Bottle;3025;Обычный;3;Разрушитель;;;красный;;
6663;Беда пламени;3021;Обычный;25;Чародей;Беда;;красный;;
7340;Cantauri Wizard;3028;Легендарный;3;Разрушитель;;;красный;;
7623;ImmortalDaemonic;1;Мифический;30;Разрушитель;;;красный;;
7615;Gingerbread Dragon;3019;Легендарный;3;Разрушитель;;;красный;;
7610;Lord of Slimes;3017;Мифический;3;Разрушитель;;;красный;;
7594;Crested Pigeon Styx;3023;Эпический;3;Разрушитель;;;красный;;
7299;Eldritch Daemon Minion;3017;Редчайший;3;Разрушитель;;;красный;;
7449;Демонический часовой;3021;Легендарный;13;Защитник;Демон; Конструкт;красный;;
7606;Ocularen Egg;3022;Редкий;3;Разрушитель;;;красный;;
